Battery_Voltage_V,Battery_Temperature_C,State_of_Charge_Percent,Charge_Discharge_Cycles,Current_A,Battery_Age_Months,Internal_Resistance_mOhm,Ambient_Temperature_C,Battery_Health_Percent
354.86,47.25,8.33,261,-57.99,41.2,40.2,38.8,87.51
394.47,43.87,87.14,665,-88.51,72.1,48.4,28.26,80.59
366.96,14.41,34.76,521,-31.79,72.4,44.71,13.33,85.42
369.48,38.24,39.87,152,-41.96,9.9,33.99,33.46,93.98
369.32,35.44,47.79,831,-67.44,86.6,51.76,24.36,80.74
390.77,36.2,85.68,271,-72.72,48.5,41.9,26.43,87.9
352.46,49.29,6.35,555,-29.03,79.3,44.55,50.0,78.79
356.42,64.34,16.27,409,-83.76,30.7,38.92,46.98,81.44
382.48,9.84,70.09,451,-54.41,86.0,47.59,4.35,85.29
401.47,36.81,96.57,145,-67.07,37.4,36.31,31.65,96.1
382.72,70.0,66.06,0,-172.37,1.0,32.27,29.66,91.93
371.4,32.72,29.81,1174,11.61,86.9,53.36,31.55,73.85
377.86,67.23,54.39,99,-149.96,8.8,33.73,22.42,86.67
401.93,70.0,97.62,347,-146.1,30.7,36.62,28.03,79.43
376.96,16.73,55.17,1099,13.72,91.2,57.33,17.06,76.77
368.26,60.22,40.48,657,-106.51,91.3,51.07,38.38,74.04
371.5,70.0,41.43,779,-164.59,55.1,42.94,38.07,73.87
402.32,45.05,96.87,366,40.24,60.7,45.03,44.41,82.67
386.38,33.25,73.3,222,-78.28,43.1,39.8,20.26,86.97
386.48,35.32,70.28,198,32.88,28.1,36.38,30.7,92.53
364.3,65.9,27.05,324,-94.92,31.6,36.7,48.43,82.25
378.78,62.44,58.15,756,-138.61,64.6,45.54,21.25,74.39
369.3,27.14,38.89,616,-59.3,72.2,48.0,17.91,88.29
360.91,56.04,27.82,1082,-112.48,76.0,49.14,31.0,74.18
395.01,41.42,90.08,575,-15.74,75.8,45.77,39.65,81.03
372.66,22.31,41.4,0,0.57,8.8,32.71,21.33,98.99
366.82,46.82,31.86,374,15.78,47.5,38.04,47.33,84.9
397.31,21.42,93.51,0,-58.7,5.5,28.11,18.84,100.0
364.05,38.53,23.75,629,42.82,52.8,45.25,34.58,83.67
388.5,40.94,75.82,396,-95.66,42.4,39.78,21.23,85.37
383.55,24.28,67.01,838,-31.95,85.2,54.49,23.34,82.66
398.43,44.91,92.45,206,-48.3,33.7,36.5,36.23,88.03
392.43,40.25,84.04,172,78.36,11.2,30.31,25.91,98.77
385.29,11.97,72.0,191,32.47,13.7,36.23,12.81,97.71
368.85,22.52,34.88,378,-38.07,73.1,42.09,20.01,87.75
375.93,35.12,52.08,798,-28.09,59.3,44.87,35.22,81.06
396.52,,94.73,87,52.13,9.7,31.65,31.97,99.17
354.07,51.05,7.2,158,-85.1,8.1,33.11,35.26,96.82
390.73,70.0,80.46,859,-161.98,67.3,49.44,21.97,70.11
361.15,35.49,28.92,162,-98.06,7.0,34.59,17.4,95.64
362.29,28.42,22.58,542,-64.87,78.9,42.1,19.81,82.59
369.07,25.48,27.06,442,41.65,67.8,42.7,20.5,85.74
352.4,30.01,10.68,20,22.15,7.8,33.49,27.53,98.03
398.11,21.03,99.24,154,-42.63,8.1,30.97,16.16,100.0
402.16,41.68,87.64,926,-12.01,94.7,53.37,38.65,71.95
374.78,46.6,54.5,472,-82.53,35.9,42.8,33.16,87.29
390.33,33.19,72.93,202,85.31,35.6,37.01,19.35,93.78
378.25,27.85,57.88,483,32.79,78.0,46.01,26.01,82.54
391.23,20.22,82.1,381,-36.79,90.9,47.13,19.13,83.51
392.23,28.79,85.25,943,-44.42,94.7,56.2,26.51,76.02
364.83,21.14,27.12,925,2.09,72.3,46.9,19.65,81.63
369.6,54.86,48.68,321,-43.43,36.1,42.2,49.42,88.75
383.21,51.37,65.31,106,-149.28,8.0,31.81,12.09,90.83
397.77,22.59,97.95,895,52.0,74.6,49.46,15.3,81.56
379.34,26.61,69.86,618,30.12,53.6,42.6,25.62,84.89
398.5,28.3,90.28,173,-17.68,40.7,35.57,28.94,94.35
386.37,36.84,85.38,966,-65.18,87.0,48.03,29.0,78.06
386.59,37.76,60.3,73,-39.41,10.7,34.77,37.18,96.67
396.8,70.0,89.9,340,-198.63,47.3,36.06,32.43,79.64
366.34,45.27,40.86,57,-106.44,1.1,30.63,18.78,93.22
374.53,44.24,41.03,404,66.03,45.0,39.9,38.62,83.15
387.34,35.68,79.19,101,-8.96,5.4,32.4,34.28,96.79
356.78,70.0,17.78,28,-156.92,11.4,28.0,41.87,89.78
361.62,45.76,34.05,52,-89.66,11.3,30.56,28.51,95.0
378.82,70.0,62.81,728,-155.52,62.3,47.58,38.9,75.53
370.21,17.81,44.91,954,-86.83,71.6,50.65,0.77,79.6
399.64,29.47,94.37,632,-49.91,56.0,43.39,23.14,86.03
401.53,27.24,96.06,602,56.1,92.4,50.08,18.87,76.4
372.65,37.1,52.75,137,7.11,36.0,40.22,35.02,91.0
378.92,26.66,56.21,218,-58.13,27.4,38.47,20.6,97.17
381.4,45.11,73.84,490,-55.18,83.4,49.35,37.76,79.77
375.04,50.83,48.44,248,-88.03,21.5,36.8,35.87,93.22
368.02,20.55,23.06,898,25.42,92.5,53.21,21.93,79.11
382.64,36.18,75.96,0,32.57,1.2,28.81,30.39,100.0
384.5,53.69,75.09,989,-120.3,93.1,53.97,25.86,72.82
366.32,70.0,28.27,72,-143.24,4.1,35.28,29.16,89.8
394.6,43.55,84.13,628,-59.11,85.5,50.95,35.5,78.84
378.82,28.31,63.3,579,-51.75,50.7,42.67,24.74,89.1
368.15,11.09,27.45,678,-24.48,95.3,46.89,11.44,79.58
381.03,70.0,66.94,37,-140.48,7.1,32.95,33.96,91.09
368.62,53.28,27.19,415,-82.94,53.2,44.0,38.72,85.5
366.5,14.29,30.2,708,-44.94,93.1,49.95,11.0,80.97
396.59,39.51,85.56,276,-86.73,50.2,38.96,27.63,87.32
397.76,20.55,93.3,811,11.47,60.4,43.27,18.68,81.86
366.67,43.82,29.4,746,72.11,66.8,49.99,39.27,80.33
398.71,50.98,93.16,289,-72.32,43.6,38.61,39.82,85.88
367.28,22.53,27.69,315,13.35,60.2,42.71,19.9,87.05
357.97,18.69,16.14,656,-61.43,56.1,42.78,14.84,84.13
352.57,49.13,10.53,513,-95.81,86.5,45.21,30.45,76.34
363.76,29.83,28.0,119,-82.73,4.4,34.84,16.91,97.92
368.8,37.04,41.6,138,6.12,27.0,34.64,36.58,94.17
394.75,40.97,93.12,542,-78.5,91.2,47.61,26.69,80.38
368.97,50.28,28.01,994,-66.76,85.5,58.56,44.06,78.86
371.73,67.65,39.72,498,-108.63,43.7,43.51,44.5,80.78
389.1,43.2,74.74,518,-1.96,59.5,42.67,43.52,85.74
370.07,28.44,33.7,253,-12.51,26.6,38.0,32.03,93.59
386.86,24.16,70.01,106,47.3,18.1,30.55,18.54,94.12
378.62,16.46,46.05,224,-4.22,44.5,38.28,13.17,90.78
355.55,35.75,23.66,503,-15.23,33.9,38.44,33.95,92.78
384.38,35.0,74.74,633,-5.0,56.0,45.57,34.69,82.98
351.68,38.52,7.57,0,-55.36,7.5,34.43,30.62,96.48
362.26,15.75,32.77,1098,-33.39,93.5,51.62,14.71,76.85
369.76,18.76,38.84,1143,15.87,94.7,59.35,20.02,78.18
374.75,45.78,48.53,723,-89.21,67.0,48.78,28.83,80.51
390.72,30.04,69.59,283,62.1,51.5,38.55,21.87,91.49
377.03,20.87,48.64,296,-1.72,29.7,35.46,20.24,92.96
379.21,29.83,61.46,840,81.27,78.1,48.69,18.33,76.63
382.28,48.07,61.6,573,-110.53,65.7,43.86,26.65,80.15
364.75,48.28,40.46,298,-110.53,15.6,33.66,25.93,90.58
397.29,18.65,93.73,876,-17.68,87.4,48.25,19.73,80.11
398.17,26.14,95.81,942,-32.59,79.0,50.88,28.1,78.49
377.43,40.54,60.28,608,-67.42,91.2,51.26,30.49,75.55
355.3,55.94,11.81,843,-116.16,69.7,47.73,31.53,77.29
373.75,22.02,51.66,367,-56.07,58.9,43.09,18.43,87.4
358.46,25.86,22.52,534,-26.97,40.2,43.62,24.93,88.85
377.48,54.44,50.91,566,-118.51,89.5,46.1,28.16,72.73
364.55,34.45,22.91,753,-64.62,83.1,48.67,29.25,79.61
387.46,12.3,71.87,11,-17.05,4.3,27.75,14.65,100.0
355.01,25.76,12.64,10,7.26,2.5,27.68,24.59,100.0
395.79,39.79,95.56,314,-57.17,36.1,41.28,33.93,88.19
360.56,34.54,23.56,944,-88.06,77.8,50.11,22.06,77.88
383.22,36.66,67.76,782,-33.09,94.8,52.96,31.56,76.89
393.44,32.22,92.11,76,-52.41,14.4,33.26,28.15,97.34
367.44,57.18,28.55,318,-127.9,57.0,43.15,23.4,82.55
396.27,49.39,93.76,364,-67.03,36.6,39.42,40.62,87.56
373.26,36.54,41.92,1013,-75.39,93.1,54.31,24.97,77.09
393.93,28.92,96.25,637,-38.63,80.8,45.53,25.9,83.1
396.57,34.51,97.28,347,-84.02,80.5,45.61,23.15,87.55
364.01,57.92,22.87,457,-72.91,45.0,41.36,42.8,83.58
394.6,45.57,83.95,140,-50.93,39.8,35.49,41.91,87.89
358.08,41.12,23.37,132,-1.7,26.2,31.12,39.47,93.51
364.17,37.48,26.51,18,-34.43,5.4,31.48,36.69,98.19
357.48,45.7,12.99,487,119.89,83.0,49.77,19.16,80.77
357.81,53.1,19.87,506,-115.89,78.0,43.23,23.5,77.97
383.6,23.84,65.06,939,14.7,96.0,53.45,20.29,73.55
369.1,43.2,47.68,414,-44.68,95.7,44.02,38.3,82.71
387.29,70.0,80.14,403,-123.65,53.3,43.33,50.0,78.18
370.07,40.15,36.54,430,-62.7,73.8,47.74,34.79,78.31
398.6,70.0,97.02,890,-130.81,90.7,52.31,44.76,68.1
355.11,36.33,9.74,869,-35.04,81.6,52.18,32.57,79.83
354.96,38.84,10.98,264,-58.3,23.7,36.33,31.17,89.74
387.43,38.65,71.63,324,-81.11,43.3,37.79,22.2,86.72
396.41,51.04,89.32,71,-103.61,12.4,32.3,34.13,91.84
392.66,37.65,80.57,377,21.0,91.6,47.45,37.13,81.68
376.14,46.42,51.53,398,-49.58,58.2,42.41,38.54,82.71
364.14,28.31,30.62,382,-27.43,21.9,37.86,29.03,92.4
351.47,33.01,6.28,417,-29.39,64.5,44.1,29.98,87.69
373.53,28.66,53.4,452,-33.52,59.3,43.03,27.39,87.34
373.88,29.63,50.19,169,-59.59,34.4,35.56,22.35,90.73
367.03,39.91,37.7,106,51.06,10.9,33.69,36.81,97.19
384.76,31.31,59.92,662,94.18,64.5,47.15,9.05,83.7
383.98,13.38,74.24,637,46.87,49.9,44.22,11.28,84.96
388.9,25.27,71.58,921,-38.71,74.1,48.67,22.53,80.56
364.2,18.42,30.01,417,-42.85,49.9,39.39,15.26,86.62
379.68,42.32,60.6,385,25.57,81.8,47.47,38.86,81.43
360.77,38.32,19.13,475,-85.46,53.0,40.91,23.57,87.22
354.02,41.46,16.55,555,62.62,53.9,42.95,36.77,83.14
387.43,39.87,79.66,880,7.49,84.2,48.32,41.05,77.03
381.73,30.74,70.91,402,-56.78,38.7,40.72,28.61,89.16
387.84,32.48,77.95,114,-23.09,12.9,30.59,31.27,98.29
357.01,43.84,19.48,62,-2.39,2.8,28.45,40.27,95.46
399.9,,91.89,871,-65.65,72.5,47.61,37.99,76.47
357.07,8.94,17.65,533,22.06,59.5,45.12,7.29,86.62
386.69,28.73,87.65,836,36.37,67.6,48.07,23.88,81.93
368.23,37.96,38.48,130,-55.76,20.4,33.1,33.13,93.77
359.93,41.75,15.02,165,-68.54,13.1,36.92,30.16,91.53
371.01,,32.24,38,-46.32,1.4,31.64,18.07,100.0
360.43,31.32,22.24,300,-109.41,33.7,34.07,10.92,91.81
374.26,70.0,51.61,574,-140.05,56.6,42.49,34.11,76.15
397.57,25.31,95.23,386,-66.0,37.7,35.55,19.57,91.94
369.32,44.16,36.15,195,-97.6,42.0,37.3,26.66,92.69
378.19,,63.15,803,66.24,86.8,53.13,29.45,78.74
394.12,36.09,89.71,211,-67.37,33.4,37.62,26.37,90.29
382.28,18.09,64.86,711,-12.66,49.3,44.04,18.68,83.78
369.84,43.71,39.41,955,-77.69,75.2,49.89,27.17,77.57
399.13,30.86,99.13,192,66.93,38.1,38.27,22.56,91.27
358.59,52.08,22.8,349,-51.63,59.7,39.06,44.56,82.7
378.37,55.8,54.71,838,-114.62,82.8,50.55,30.13,73.46
390.21,50.92,80.69,724,0.22,91.2,51.25,50.0,74.63
352.39,16.99,5.06,24,-24.43,14.1,29.81,14.82,97.71
382.6,27.22,71.69,925,32.18,89.0,50.82,24.99,77.85
367.08,26.97,30.32,424,-49.25,47.2,45.26,24.96,84.36
357.72,23.03,21.12,182,-33.53,24.8,36.59,20.23,94.95
370.37,57.36,31.05,577,-130.44,44.1,38.97,24.49,83.15
394.89,22.49,96.85,1225,10.13,94.1,54.86,23.2,73.3
397.15,22.03,89.73,483,-36.24,47.3,41.87,18.21,90.12
356.93,51.5,25.31,369,-47.45,31.6,43.04,45.95,86.55
351.28,31.43,16.12,310,-53.76,60.8,44.0,27.17,88.01
368.13,44.19,39.59,179,-56.94,23.1,37.43,37.27,91.51
373.86,38.18,61.27,38,10.94,7.3,32.27,37.9,97.92
395.88,58.81,87.38,139,-95.54,12.4,31.28,42.28,91.1
398.32,16.62,96.78,220,4.61,12.3,37.24,18.18,92.52
392.38,,76.36,137,-136.32,14.6,35.26,40.66,88.96
380.45,70.0,61.91,153,-154.99,13.3,36.08,27.26,87.37
359.99,51.73,18.52,632,44.64,61.5,48.95,48.36,77.3
355.21,54.22,12.03,47,-101.37,17.5,36.21,33.25,86.96
378.19,16.98,61.62,263,-33.65,33.2,37.58,16.47,90.36
376.89,46.52,56.21,321,-56.08,86.1,46.68,40.58,82.96
389.08,40.15,85.38,188,-19.35,45.5,39.09,39.59,88.91
368.99,18.46,35.65,732,-36.92,64.1,48.79,15.08,85.21
353.46,39.41,8.77,162,22.58,16.5,34.77,35.45,97.71
372.33,70.0,45.25,145,-125.75,18.5,34.51,44.04,83.64
407.01,32.64,97.07,39,0.26,3.9,30.77,32.79,96.05
389.08,18.78,80.58,60,-43.08,16.2,32.73,18.26,97.13
355.05,70.0,8.21,235,-131.94,26.7,36.96,38.1,84.46
393.88,46.81,88.09,295,-71.79,17.0,38.1,34.65,91.72
378.38,62.7,49.81,160,-136.23,8.5,30.98,25.69,87.52
370.54,60.3,39.65,140,-140.39,11.6,33.29,23.4,88.09
368.16,42.96,37.94,387,-66.2,44.2,41.19,34.61,89.44
387.65,19.9,61.54,148,31.18,19.8,37.76,18.89,96.09
375.12,33.44,55.41,399,-21.24,35.0,38.37,30.02,91.12
383.11,41.7,67.38,612,37.96,48.3,41.81,39.99,83.71
382.5,46.54,59.5,803,-35.44,66.3,50.99,43.2,80.97
356.88,29.74,18.67,71,52.99,3.8,32.3,22.75,100.0
367.02,14.04,29.44,448,46.8,76.7,45.15,12.13,84.87
391.01,38.26,84.9,430,-97.0,60.3,45.45,20.93,81.62
387.01,37.86,68.01,60,-35.74,7.8,28.03,36.16,98.79
376.73,34.76,47.6,980,-83.35,83.9,52.27,20.59,78.64
360.9,42.38,22.35,952,-48.69,88.4,53.37,38.83,75.36
349.86,24.9,5.73,0,59.49,5.9,32.06,20.57,100.0
366.14,32.74,34.63,131,-78.5,26.6,33.65,22.43,95.44
355.06,52.87,10.21,505,-111.17,77.4,44.97,26.27,78.12
378.07,64.57,50.82,782,-107.2,71.8,51.68,37.45,75.23
392.5,20.9,83.07,174,-63.73,17.7,34.43,12.16,96.26
367.67,70.0,32.11,225,184.72,20.1,35.59,30.8,86.79
393.82,36.01,85.54,426,48.37,35.6,38.14,30.62,89.88
388.51,70.0,71.93,234,-212.38,46.5,37.48,18.09,82.55
357.85,36.59,16.9,401,-42.15,59.4,41.78,31.56,89.21
383.61,39.64,66.23,155,-77.74,35.4,39.26,26.2,93.5
359.79,18.13,19.41,377,19.18,44.4,39.19,16.69,89.21
382.29,52.07,67.21,933,-110.74,71.8,49.62,27.26,77.32
362.31,37.65,18.56,62,-102.19,3.5,34.37,17.58,95.29
374.12,33.68,42.29,222,-74.29,24.2,40.13,21.6,94.46
383.03,50.71,58.83,550,-81.5,68.5,42.84,36.8,80.01
352.6,23.07,9.79,412,-0.91,85.9,42.76,24.88,81.46
360.83,46.19,19.56,253,-60.07,49.1,38.47,36.59,87.35
371.0,29.23,35.44,470,20.19,51.1,40.4,26.43,90.65
378.97,34.47,48.92,98,-88.62,10.3,33.48,18.37,97.55
388.75,35.44,86.56,362,11.95,43.0,40.04,32.8,87.36
361.39,59.0,22.79,584,-109.42,51.1,43.25,33.6,80.5
368.44,,38.01,373,-3.11,23.3,38.98,15.7,92.61
379.87,45.53,50.2,276,-69.99,25.8,32.38,39.36,92.08
359.92,39.88,33.1,491,13.5,36.2,39.11,43.21,89.95
379.08,70.0,64.45,0,-186.46,1.9,30.06,34.27,87.17
368.99,43.85,29.38,358,-87.0,30.9,40.28,28.77,88.62
387.78,49.19,78.37,209,30.1,20.3,35.02,48.12,88.54
372.59,37.5,52.99,339,-52.11,31.4,38.93,33.39,90.7
361.14,70.0,13.2,162,-142.08,11.5,32.7,29.97,84.14
377.99,60.41,64.56,686,-82.42,85.5,49.6,45.0,73.58
382.61,42.98,59.08,289,-16.98,57.0,40.85,44.03,86.55
363.9,29.52,37.17,392,-88.65,65.2,43.24,13.61,82.48
348.7,30.03,6.06,774,29.66,75.8,49.25,22.96,81.28
362.63,38.75,24.07,576,25.11,47.9,45.83,33.86,82.1
369.23,35.81,43.54,56,0.06,8.3,32.64,40.27,98.36
362.81,13.67,23.99,402,21.85,51.6,41.34,16.34,85.01
385.34,50.75,59.86,365,-70.91,56.3,43.19,37.08,82.45
385.87,30.59,72.67,698,49.23,71.6,48.08,23.95,85.6
398.04,36.48,86.32,337,24.54,41.4,40.76,35.17,87.0
384.2,27.94,66.46,101,-47.73,12.2,32.06,22.33,95.95
388.1,41.9,70.46,340,-137.59,27.2,38.47,4.67,89.61
374.34,70.0,62.8,160,-182.0,34.9,37.85,10.29,83.47
401.22,18.95,98.62,644,19.38,62.0,42.91,16.74,80.82
366.35,59.24,29.8,666,-136.66,54.8,44.11,22.08,78.14
364.07,47.81,30.29,153,-95.28,34.2,36.31,27.93,90.67
364.19,21.99,17.0,955,-11.38,94.7,53.11,22.82,81.83
374.09,56.79,51.14,651,-117.99,58.2,43.18,27.53,77.62
352.24,46.16,14.14,222,106.06,22.8,30.7,23.04,90.75
367.68,26.61,30.66,89,-25.75,9.8,34.42,27.95,98.26
371.16,45.0,50.85,81,48.69,14.7,28.68,37.31,92.41
398.22,26.05,95.97,215,22.56,23.6,39.65,27.85,96.96
402.3,70.0,96.56,97,-192.28,15.4,,33.41,86.88
389.32,36.1,75.66,56,4.67,17.9,31.91,35.14,96.04
370.25,31.06,41.98,182,-40.97,27.4,32.83,26.42,95.64
392.54,12.93,87.19,0,-43.75,16.6,,10.09,94.7
397.88,33.24,88.17,427,-41.52,86.1,45.4,30.53,83.68
392.07,22.35,91.47,37,23.28,7.7,31.9,21.26,97.23
385.23,40.94,65.8,236,58.72,50.4,42.74,36.62,85.68
368.67,67.68,24.17,204,-111.53,39.4,34.85,41.66,84.41
358.46,27.21,13.65,1084,-35.36,94.3,55.7,25.42,78.41
395.24,29.29,91.9,13,44.12,10.8,28.04,29.64,98.89
354.66,43.95,10.28,491,-52.44,38.2,38.83,34.68,89.75
365.11,21.95,33.11,1012,-27.82,93.1,55.09,19.87,76.5
373.68,30.2,51.26,553,-26.96,83.1,45.96,28.09,79.72
353.9,26.24,7.09,868,86.89,78.4,53.53,12.52,77.79
397.62,39.16,91.16,290,4.9,24.8,38.13,38.44,94.25
370.97,60.52,32.28,134,84.24,16.4,34.8,44.86,92.17
347.98,34.44,7.71,389,64.62,64.2,42.4,29.0,86.94
392.38,27.44,99.39,837,-53.62,89.2,50.02,20.48,78.36
372.18,29.46,34.58,707,-21.95,53.4,44.17,30.62,85.19
394.32,26.5,88.29,525,83.13,54.9,43.98,15.25,87.04
374.37,45.43,48.08,184,-108.5,26.9,36.37,23.64,90.52
385.5,28.08,68.0,846,5.67,73.9,47.9,23.82,82.8
363.39,24.43,27.9,185,6.27,18.0,33.09,22.78,96.59
382.31,36.56,52.77,352,-56.58,31.1,35.08,30.19,88.67
366.21,43.64,29.48,462,-62.83,40.8,45.31,32.34,83.44
396.33,32.26,95.35,398,-54.59,48.7,39.5,28.14,90.06
354.32,34.96,10.79,235,2.15,23.3,32.47,37.01,92.92
365.12,34.75,31.09,137,48.38,11.0,28.05,31.9,96.52
392.59,26.85,89.85,635,4.34,58.6,43.8,23.06,85.85
380.37,55.32,50.6,302,-115.47,27.7,37.98,26.92,85.65
381.38,30.63,62.01,720,50.35,55.8,45.36,27.19,85.35
379.94,24.78,66.91,133,31.58,14.8,33.17,24.17,98.06
357.08,39.65,11.74,226,-54.74,46.2,40.65,33.1,88.38
357.66,16.99,6.69,569,-79.27,51.1,44.52,6.69,89.88
400.23,45.82,94.09,23,-94.49,5.0,29.18,28.32,98.51
363.12,30.3,30.79,367,24.46,32.3,39.04,31.09,90.06
367.24,70.0,41.13,94,-152.76,12.9,33.01,33.99,88.07
389.18,42.06,69.8,113,25.93,6.1,30.86,39.08,94.74
358.85,39.08,27.45,1203,-67.08,95.0,59.14,26.59,70.81
388.43,34.24,74.64,151,-22.91,30.9,34.6,36.32,93.26
372.56,70.0,48.53,858,-245.28,77.7,49.09,34.11,66.67
397.13,70.0,86.38,226,-146.4,24.4,34.97,30.64,86.07
362.57,26.67,31.46,490,-80.76,65.4,46.57,14.09,87.48
359.79,55.67,24.36,474,-94.74,73.0,47.86,38.9,78.81
393.86,27.84,84.01,371,5.51,57.2,44.99,28.96,89.86
370.39,22.72,36.0,460,-21.81,45.3,42.94,25.48,87.55
376.14,29.55,44.13,347,76.04,39.5,39.2,16.43,85.54
391.62,2.2,80.4,180,-9.2,33.5,38.74,3.56,92.27
383.74,56.17,65.38,465,-79.0,89.2,48.78,47.02,73.78
376.63,33.95,46.96,404,33.4,79.7,45.76,31.07,83.87
360.26,26.75,28.74,1038,-67.78,92.6,53.35,16.93,79.96
386.16,27.23,77.6,85,-71.23,11.9,32.3,15.39,98.13
357.21,32.03,22.14,384,-39.87,70.2,43.41,25.21,85.47
388.54,42.69,93.19,841,57.15,90.1,52.75,36.08,78.1
362.17,34.78,19.28,49,23.06,17.4,32.68,34.31,99.3
395.02,34.94,81.47,63,21.19,6.4,32.57,34.82,98.0
374.32,30.59,45.3,913,77.63,71.1,50.82,19.13,79.59
362.48,25.52,22.67,599,19.77,55.1,44.28,26.21,86.7
371.87,54.26,43.23,1058,-113.71,80.8,51.8,29.27,72.81
363.19,26.11,26.05,203,-7.7,13.4,32.23,27.43,96.05
364.05,37.97,17.92,978,57.39,76.3,51.02,33.46,80.45
368.51,70.0,27.72,201,-131.09,19.4,35.5,43.74,86.94
391.95,36.22,87.4,61,-40.92,15.7,30.23,30.1,93.73
360.86,40.09,15.06,88,-104.07,15.8,29.69,22.15,92.4
402.38,16.19,97.39,532,-32.29,78.2,46.8,13.47,82.77
354.69,31.21,5.47,733,28.11,63.9,45.12,29.76,81.91
384.93,24.98,67.53,403,40.56,50.2,43.58,21.4,87.77
394.24,34.6,86.37,268,-51.05,34.4,40.45,32.29,91.0
392.42,27.95,93.73,777,-0.32,84.2,48.38,31.65,80.57
354.63,70.0,18.68,261,-130.24,37.7,34.86,43.64,83.0
388.01,70.0,71.33,786,-144.91,78.4,50.77,30.14,70.52
354.3,32.93,15.2,460,27.18,42.2,41.33,32.56,86.04
365.08,70.0,38.5,403,-221.59,36.2,40.24,21.45,78.97
381.04,28.08,74.53,422,-81.24,44.4,42.42,13.68,87.32
367.51,40.51,37.87,296,0.61,28.9,36.46,38.74,88.98
368.51,39.54,34.77,635,-26.76,71.8,46.72,40.07,82.23
359.38,70.0,16.03,396,-210.17,48.3,42.82,24.69,78.33
358.21,9.1,11.31,326,-8.46,22.3,37.49,8.66,91.74
356.8,60.86,15.95,596,-91.68,86.4,53.01,41.61,73.52
394.41,41.6,88.17,183,-32.75,36.9,37.94,39.88,90.61
355.57,39.12,6.06,671,-77.44,52.2,45.05,26.83,84.35
386.8,49.26,70.82,528,-81.53,87.0,50.09,38.69,82.32
387.26,66.99,78.02,487,-147.98,59.9,47.99,27.59,75.78
380.37,42.37,58.95,55,-61.54,11.2,33.67,30.17,95.32
381.26,14.63,74.42,497,34.17,90.2,47.93,11.74,84.64
383.48,46.73,66.97,367,-65.36,60.3,41.39,40.22,87.07
372.28,14.03,48.28,62,-62.63,32.2,35.77,10.47,94.28
375.23,61.64,41.36,62,-82.27,13.4,30.42,45.21,86.33
394.28,70.0,94.43,935,-117.17,76.2,52.07,46.23,69.45
399.02,20.51,97.33,546,-99.87,59.5,44.99,2.45,86.95
382.15,43.56,66.87,651,-26.71,51.2,45.23,43.57,88.26
360.2,49.02,23.74,515,107.55,85.8,44.47,25.61,75.88
374.91,34.19,47.55,490,18.53,75.7,48.95,32.22,82.99
374.83,13.31,52.17,125,-2.8,14.6,31.19,13.89,95.72
394.06,35.31,77.01,273,79.49,29.9,34.71,24.77,94.02
378.3,21.07,68.44,230,-11.92,23.9,31.84,16.19,93.79
378.85,20.32,53.91,735,24.48,71.4,46.85,20.11,79.96
384.56,41.72,69.63,60,-27.16,3.2,31.39,40.22,91.88
353.49,35.32,7.29,517,-12.88,54.7,43.17,37.99,86.51
390.3,68.37,78.78,762,-124.51,73.2,49.99,36.2,72.69
365.55,31.66,25.11,1081,-58.6,84.2,55.99,22.61,77.98
384.47,30.24,67.36,204,-73.72,32.8,39.69,21.1,93.18
360.92,19.65,15.83,561,-76.9,78.8,46.93,11.51,84.12
358.08,46.95,15.87,0,-80.42,10.6,,34.78,95.22
351.09,55.37,8.39,804,45.86,81.3,49.95,47.37,72.82
395.47,48.99,91.47,151,-62.11,12.2,32.52,42.56,92.2
384.68,38.11,62.43,337,-48.67,38.1,43.14,28.31,89.74
368.46,50.2,39.39,678,95.88,76.5,48.89,32.93,75.6
386.67,26.91,79.84,82,6.53,14.4,34.0,30.47,93.49
384.1,39.2,64.48,184,-39.52,22.0,36.5,37.09,93.31
382.96,42.78,63.91,883,23.5,69.3,51.66,45.42,77.8
373.32,33.71,51.27,864,-80.15,69.1,48.55,22.3,83.76
352.18,32.02,5.75,495,-65.48,61.6,45.2,22.68,87.19
364.23,31.81,29.55,670,-61.7,66.6,47.87,25.13,82.88
357.7,31.13,15.36,613,-25.03,52.1,40.82,27.67,84.24
385.9,34.5,67.93,64,-12.0,24.2,33.29,35.28,97.66
363.09,43.14,28.62,177,-96.95,33.2,36.42,27.33,91.91
375.98,20.25,47.77,169,-15.58,17.4,36.28,19.47,98.19
367.69,19.33,38.58,984,-3.73,87.2,59.9,19.6,79.1
364.3,25.47,18.6,77,-68.06,56.0,38.3,16.25,88.98
403.09,29.37,96.05,568,-49.93,38.5,40.49,26.93,90.19
394.27,62.3,93.67,297,-108.22,44.4,40.51,38.34,84.56
352.84,69.06,13.04,733,-130.53,90.9,47.52,32.2,71.05
394.73,54.69,83.6,107,-108.83,14.7,29.7,33.63,90.6
376.47,13.36,51.4,447,3.24,56.3,42.64,17.16,86.84
390.91,13.33,78.5,614,-8.62,48.6,42.35,16.27,85.88
357.72,41.17,19.36,744,75.65,58.7,48.48,29.78,81.23
358.39,40.09,17.57,0,-37.7,1.7,29.52,40.46,94.84
393.78,39.82,89.62,1170,-36.9,83.7,51.64,36.45,71.24
396.06,22.76,90.29,992,-19.77,89.5,51.31,21.26,77.03
